timestamp,household,solar_kWh,load_kWh,price_per_kWh,transaction_type
2023-06-04 15:45:00,H2,0.26,0.34,0.084,GENERATION/DEMAND
2023-06-04 16:00:00,H1,0.0,0.33,0.083,GENERATION/DEMAND
2023-06-04 16:15:00,H4,0.0,0.31,0.082,GENERATION/DEMAND
2023-06-04 16:30:00,H2,0.0,0.2,0.081,GENERATION/DEMAND
2023-06-04 16:45:00,H3,0.0,0.27,0.08,GENERATION/DEMAND
2023-06-04 17:00:00,H4,0.0,0.29,0.079,GENERATION/DEMAND
2023-06-04 17:15:00,H5,0.0,0.25,0.078,GENERATION/DEMAND
2023-06-04 17:30:00,H1,0.0,0.25,0.078,GENERATION/DEMAND
2023-06-04 17:45:00,H5,0.0,0.22,0.077,GENERATION/DEMAND
2023-06-04 18:00:00,H4,0.0,0.23,0.076,GENERATION/DEMAND
2023-06-04 18:15:00,H4,0.0,0.17,0.075,GENERATION/DEMAND
2023-06-04 18:30:00,H4,0.0,0.25,0.074,GENERATION/DEMAND
2023-06-04 18:45:00,H5,0.0,0.18,0.073,GENERATION/DEMAND
2023-06-04 19:00:00,H4,0.0,0.23,0.072,GENERATION/DEMAND
2023-06-04 19:15:00,H5,0.0,0.22,0.071,GENERATION/DEMAND
2023-06-04 19:30:00,H4,0.0,0.26,0.07,GENERATION/DEMAND
2023-06-04 19:45:00,H3,0.0,0.21,0.07,GENERATION/DEMAND
2023-06-04 20:00:00,H4,0.0,0.31,0.069,GENERATION/DEMAND
2023-06-04 20:15:00,H5,0.0,0.34,0.068,GENERATION/DEMAND
2023-06-04 20:30:00,H2,0.0,0.24,0.067,GENERATION/DEMAND
2023-06-04 20:45:00,H4,0.0,0.24,0.066,GENERATION/DEMAND
2023-06-04 21:00:00,H2,0.0,0.26,0.065,GENERATION/DEMAND
2023-06-04 21:15:00,H3,0.0,0.43,0.064,GENERATION/DEMAND
2023-06-04 21:30:00,H1,0.0,0.37,0.064,GENERATION/DEMAND
2023-06-04 21:45:00,H3,0.0,0.38,0.063,GENERATION/DEMAND
2023-06-04 22:00:00,H4,0.0,0.31,0.062,GENERATION/DEMAND
2023-06-04 22:15:00,H2,0.0,0.46,0.061,GENERATION/DEMAND
2023-06-04 22:30:00,H2,0.0,0.54,0.06,GENERATION/DEMAND
2023-06-04 22:45:00,H5,0.0,0.56,0.06,GENERATION/DEMAND
2023-06-04 23:00:00,H2,0.0,0.52,0.059,GENERATION/DEMAND
2023-06-04 23:15:00,H5,0.0,0.38,0.058,GENERATION/DEMAND
2023-06-04 23:30:00,H1,0.0,0.4,0.057,GENERATION/DEMAND
2023-06-04 23:45:00,H4,0.0,0.4,0.056,GENERATION/DEMAND
2023-06-05 00:00:00,H5,0.0,0.49,0.056,GENERATION/DEMAND
2023-06-05 00:15:00,H1,0.0,0.47,0.055,GENERATION/DEMAND
2023-06-05 00:30:00,H2,0.0,0.53,0.054,GENERATION/DEMAND
2023-06-05 00:45:00,H2,0.0,0.6,0.053,GENERATION/DEMAND
2023-06-05 01:00:00,H1,0.0,0.84,0.053,GENERATION/DEMAND
2023-06-05 01:15:00,H2,0.0,0.73,0.052,GENERATION/DEMAND
2023-06-05 01:30:00,H1,0.0,0.85,0.051,GENERATION/DEMAND
2023-06-05 01:45:00,H5,0.0,0.82,0.051,GENERATION/DEMAND
2023-06-05 02:00:00,H5,0.0,0.57,0.05,GENERATION/DEMAND
2023-06-05 02:15:00,H1,0.0,0.88,0.049,GENERATION/DEMAND
2023-06-05 02:30:00,H5,0.0,0.68,0.048,GENERATION/DEMAND
2023-06-05 02:45:00,H5,0.0,0.87,0.048,GENERATION/DEMAND
2023-06-05 03:00:00,H5,0.0,0.74,0.047,GENERATION/DEMAND
2023-06-05 03:15:00,H3,0.0,1.09,0.046,GENERATION/DEMAND
2023-06-05 03:30:00,H4,0.0,0.73,0.046,GENERATION/DEMAND
2023-06-05 03:45:00,H2,0.0,0.75,0.045,GENERATION/DEMAND
2023-06-05 04:00:00,H3,0.0,1.1,0.044,GENERATION/DEMAND
2023-06-05 04:15:00,H5,0.0,0.63,0.044,GENERATION/DEMAND
2023-06-05 04:30:00,H1,0.0,1.0,0.043,GENERATION/DEMAND
2023-06-05 04:45:00,H5,0.0,1.03,0.042,GENERATION/DEMAND
2023-06-05 05:00:00,H4,0.0,1.09,0.042,GENERATION/DEMAND
2023-06-05 05:15:00,H5,0.0,1.18,0.041,GENERATION/DEMAND
2023-06-05 05:30:00,H1,0.0,1.18,0.041,GENERATION/DEMAND
2023-06-05 05:45:00,H4,0.0,0.68,0.04,GENERATION/DEMAND
2023-06-05 06:00:00,H5,0.0,1.1,0.039,GENERATION/DEMAND
2023-06-05 06:15:00,H4,0.23,1.0,0.039,GENERATION/DEMAND
2023-06-05 06:30:00,H2,0.6,1.0,0.038,GENERATION/DEMAND
2023-06-05 06:45:00,H2,0.71,0.71,0.038,GENERATION/DEMAND
2023-06-05 07:00:00,H5,1.03,0.99,0.037,P2P_TRADE
2023-06-05 07:15:00,H4,1.02,1.17,0.036,GENERATION/DEMAND
2023-06-05 07:30:00,H1,1.59,1.12,0.036,P2P_TRADE
2023-06-05 07:45:00,H5,1.82,0.85,0.035,GENERATION/DEMAND
2023-06-05 08:00:00,H2,1.79,0.63,0.035,P2P_TRADE
2023-06-05 08:15:00,H2,2.5,0.79,0.034,P2P_TRADE
2023-06-05 08:30:00,H5,1.64,1.02,0.034,GENERATION/DEMAND
2023-06-05 08:45:00,H4,1.62,0.94,0.033,P2P_TRADE
2023-06-05 09:00:00,H2,2.82,0.8,0.033,P2P_TRADE
2023-06-05 09:15:00,H4,3.03,0.59,0.032,GENERATION/DEMAND
2023-06-05 09:30:00,H2,2.06,0.75,0.032,GENERATION/DEMAND
2023-06-05 09:45:00,H2,2.38,0.75,0.031,GENERATION/DEMAND
2023-06-05 10:00:00,H3,2.03,0.94,0.031,GENERATION/DEMAND
2023-06-05 10:15:00,H2,2.56,0.79,0.031,GENERATION/DEMAND
2023-06-05 10:30:00,H1,3.45,0.63,0.03,GENERATION/DEMAND
2023-06-05 10:45:00,H5,3.02,0.7,0.03,GENERATION/DEMAND
2023-06-05 11:00:00,H5,2.73,0.49,0.029,GENERATION/DEMAND
2023-06-05 11:15:00,H4,2.76,0.83,0.029,GENERATION/DEMAND
2023-06-05 11:30:00,H2,2.08,0.57,0.028,P2P_TRADE
2023-06-05 11:45:00,H1,2.57,0.59,0.028,P2P_TRADE
2023-06-05 12:00:00,H4,3.1,0.52,0.028,GENERATION/DEMAND
2023-06-05 12:15:00,H3,3.56,0.61,0.027,P2P_TRADE
2023-06-05 12:30:00,H4,3.23,0.58,0.027,P2P_TRADE
2023-06-05 12:45:00,H4,1.83,0.57,0.026,P2P_TRADE
2023-06-05 13:00:00,H2,3.01,0.42,0.026,GENERATION/DEMAND
2023-06-05 13:15:00,H3,2.67,0.41,0.026,GENERATION/DEMAND
2023-06-05 13:30:00,H4,2.48,0.34,0.025,P2P_TRADE
2023-06-05 13:45:00,H1,1.9,0.46,0.025,P2P_TRADE
2023-06-05 14:00:00,H1,1.66,0.29,0.025,P2P_TRADE
2023-06-05 14:15:00,H5,1.38,0.41,0.025,P2P_TRADE
2023-06-05 14:30:00,H3,1.01,0.45,0.024,GENERATION/DEMAND
2023-06-05 14:45:00,H3,0.96,0.43,0.024,GENERATION/DEMAND
2023-06-05 15:00:00,H5,0.79,0.32,0.024,GENERATION/DEMAND
2023-06-05 15:15:00,H4,0.69,0.31,0.023,GENERATION/DEMAND
2023-06-05 15:30:00,H3,0.54,0.22,0.023,P2P_TRADE
2023-06-05 15:45:00,H1,0.23,0.32,0.023,GENERATION/DEMAND
2023-06-05 16:00:00,H1,0.0,0.33,0.023,GENERATION/DEMAND
2023-06-05 16:15:00,H2,0.0,0.22,0.022,GENERATION/DEMAND
2023-06-05 16:30:00,H3,0.0,0.24,0.022,GENERATION/DEMAND
2023-06-05 16:45:00,H4,0.0,0.3,0.022,GENERATION/DEMAND
2023-06-05 17:00:00,H5,0.0,0.3,0.022,GENERATION/DEMAND
2023-06-05 17:15:00,H5,0.0,0.2,0.022,GENERATION/DEMAND
2023-06-05 17:30:00,H4,0.0,0.24,0.021,GENERATION/DEMAND
2023-06-05 17:45:00,H2,0.0,0.19,0.021,GENERATION/DEMAND
2023-06-05 18:00:00,H5,0.0,0.17,0.021,GENERATION/DEMAND
2023-06-05 18:15:00,H3,0.0,0.29,0.021,GENERATION/DEMAND
2023-06-05 18:30:00,H2,0.0,0.28,0.021,GENERATION/DEMAND
2023-06-05 18:45:00,H3,0.0,0.27,0.021,GENERATION/DEMAND
2023-06-05 19:00:00,H1,0.0,0.18,0.021,GENERATION/DEMAND
2023-06-05 19:15:00,H2,0.0,0.3,0.021,GENERATION/DEMAND
2023-06-05 19:30:00,H5,0.0,0.25,0.02,GENERATION/DEMAND
2023-06-05 19:45:00,H2,0.0,0.24,0.02,GENERATION/DEMAND
2023-06-05 20:00:00,H2,0.0,0.28,0.02,GENERATION/DEMAND
2023-06-05 20:15:00,H2,0.0,0.22,0.02,GENERATION/DEMAND
2023-06-05 20:30:00,H2,0.0,0.35,0.02,GENERATION/DEMAND
2023-06-05 20:45:00,H3,0.0,0.33,0.02,GENERATION/DEMAND
2023-06-05 21:00:00,H1,0.0,0.27,0.02,GENERATION/DEMAND
2023-06-05 21:15:00,H4,0.0,0.28,0.02,GENERATION/DEMAND
2023-06-05 21:30:00,H2,0.0,0.29,0.02,GENERATION/DEMAND
2023-06-05 21:45:00,H5,0.0,0.28,0.02,GENERATION/DEMAND
2023-06-05 22:00:00,H2,0.0,0.42,0.02,GENERATION/DEMAND
2023-06-05 22:15:00,H5,0.0,0.51,0.02,GENERATION/DEMAND
2023-06-05 22:30:00,H3,0.0,0.31,0.02,GENERATION/DEMAND
2023-06-05 22:45:00,H5,0.0,0.34,0.02,GENERATION/DEMAND
2023-06-05 23:00:00,H4,0.0,0.51,0.02,GENERATION/DEMAND
2023-06-05 23:15:00,H1,0.0,0.61,0.02,GENERATION/DEMAND
2023-06-05 23:30:00,H5,0.0,0.47,0.02,GENERATION/DEMAND
2023-06-05 23:45:00,H5,0.0,0.5,0.02,GENERATION/DEMAND
2023-06-06 00:00:00,H1,0.0,0.61,0.02,GENERATION/DEMAND
2023-06-06 00:15:00,H4,0.0,0.52,0.02,GENERATION/DEMAND
2023-06-06 00:30:00,H2,0.0,0.44,0.021,GENERATION/DEMAND
2023-06-06 00:45:00,H5,0.0,0.73,0.021,GENERATION/DEMAND
2023-06-06 01:00:00,H1,0.0,0.72,0.021,GENERATION/DEMAND
2023-06-06 01:15:00,H3,0.0,0.72,0.021,GENERATION/DEMAND
2023-06-06 01:30:00,H1,0.0,0.81,0.021,GENERATION/DEMAND
2023-06-06 01:45:00,H3,0.0,0.81,0.021,GENERATION/DEMAND
2023-06-06 02:00:00,H4,0.0,0.61,0.021,GENERATION/DEMAND
2023-06-06 02:15:00,H2,0.0,0.7,0.022,GENERATION/DEMAND
2023-06-06 02:30:00,H1,0.0,0.61,0.022,GENERATION/DEMAND
2023-06-06 02:45:00,H5,0.0,0.62,0.022,GENERATION/DEMAND
2023-06-06 03:00:00,H4,0.0,0.91,0.022,GENERATION/DEMAND
2023-06-06 03:15:00,H1,0.0,1.02,0.022,GENERATION/DEMAND
2023-06-06 03:30:00,H5,0.0,1.09,0.023,GENERATION/DEMAND
2023-06-06 03:45:00,H1,0.0,0.93,0.023,GENERATION/DEMAND
2023-06-06 04:00:00,H3,0.0,0.71,0.023,GENERATION/DEMAND
2023-06-06 04:15:00,H1,0.0,0.67,0.023,GENERATION/DEMAND
2023-06-06 04:30:00,H1,0.0,1.06,0.024,GENERATION/DEMAND
2023-06-06 04:45:00,H1,0.0,0.94,0.024,GENERATION/DEMAND
2023-06-06 05:00:00,H4,0.0,0.97,0.024,GENERATION/DEMAND
2023-06-06 05:15:00,H1,0.0,1.07,0.024,GENERATION/DEMAND
2023-06-06 05:30:00,H5,0.0,1.03,0.025,GENERATION/DEMAND
2023-06-06 05:45:00,H3,0.0,1.11,0.025,GENERATION/DEMAND
2023-06-06 06:00:00,H3,0.0,0.67,0.025,GENERATION/DEMAND
2023-06-06 06:15:00,H1,0.31,1.06,0.026,GENERATION/DEMAND
2023-06-06 06:30:00,H4,0.53,1.11,0.026,GENERATION/DEMAND
2023-06-06 06:45:00,H4,0.9,0.79,0.026,GENERATION/DEMAND
2023-06-06 07:00:00,H5,0.97,0.99,0.027,GENERATION/DEMAND
2023-06-06 07:15:00,H1,0.98,0.8,0.027,GENERATION/DEMAND
2023-06-06 07:30:00,H3,1.31,1.14,0.027,GENERATION/DEMAND
2023-06-06 07:45:00,H4,1.66,0.63,0.028,P2P_TRADE
2023-06-06 08:00:00,H1,1.31,0.92,0.028,GENERATION/DEMAND
2023-06-06 08:15:00,H4,2.09,0.69,0.029,GENERATION/DEMAND
2023-06-06 08:30:00,H4,2.73,0.96,0.029,P2P_TRADE
2023-06-06 08:45:00,H3,1.86,0.67,0.029,P2P_TRADE
2023-06-06 09:00:00,H2,2.85,0.69,0.03,GENERATION/DEMAND
2023-06-06 09:15:00,H5,3.18,0.8,0.03,P2P_TRADE
2023-06-06 09:30:00,H5,3.38,0.98,0.031,P2P_TRADE
2023-06-06 09:45:00,H3,3.54,0.63,0.031,P2P_TRADE
2023-06-06 10:00:00,H4,2.89,0.59,0.032,GENERATION/DEMAND
2023-06-06 10:15:00,H1,3.75,0.84,0.032,GENERATION/DEMAND
2023-06-06 10:30:00,H4,3.42,0.71,0.033,P2P_TRADE
2023-06-06 10:45:00,H3,2.38,0.86,0.033,P2P_TRADE
2023-06-06 11:00:00,H5,2.96,0.52,0.034,GENERATION/DEMAND
2023-06-06 11:15:00,H4,3.38,0.7,0.034,GENERATION/DEMAND
2023-06-06 11:30:00,H5,2.51,0.52,0.035,GENERATION/DEMAND
2023-06-06 11:45:00,H1,3.16,0.47,0.035,GENERATION/DEMAND
2023-06-06 12:00:00,H5,3.14,0.64,0.036,GENERATION/DEMAND
2023-06-06 12:15:00,H5,2.21,0.58,0.036,GENERATION/DEMAND
2023-06-06 12:30:00,H2,2.78,0.61,0.037,P2P_TRADE
2023-06-06 12:45:00,H2,2.97,0.45,0.037,GENERATION/DEMAND
2023-06-06 13:00:00,H2,2.43,0.47,0.038,P2P_TRADE
2023-06-06 13:15:00,H5,1.61,0.44,0.038,GENERATION/DEMAND
2023-06-06 13:30:00,H3,1.5,0.57,0.039,GENERATION/DEMAND
2023-06-06 13:45:00,H5,1.78,0.37,0.04,GENERATION/DEMAND
2023-06-06 14:00:00,H3,2.21,0.35,0.04,GENERATION/DEMAND
2023-06-06 14:15:00,H3,1.31,0.35,0.041,P2P_TRADE
2023-06-06 14:30:00,H2,1.47,0.38,0.041,P2P_TRADE
2023-06-06 14:45:00,H4,0.96,0.3,0.042,GENERATION/DEMAND
2023-06-06 15:00:00,H1,0.83,0.41,0.043,GENERATION/DEMAND
2023-06-06 15:15:00,H2,0.85,0.27,0.043,GENERATION/DEMAND
2023-06-06 15:30:00,H2,0.53,0.37,0.044,P2P_TRADE
2023-06-06 15:45:00,H4,0.18,0.22,0.045,GENERATION/DEMAND
2023-06-06 16:00:00,H1,0.0,0.3,0.045,GENERATION/DEMAND
2023-06-06 16:15:00,H5,0.0,0.33,0.046,GENERATION/DEMAND
2023-06-06 16:30:00,H5,0.0,0.2,0.047,GENERATION/DEMAND
2023-06-06 16:45:00,H2,0.0,0.32,0.047,GENERATION/DEMAND
2023-06-06 17:00:00,H1,0.0,0.23,0.048,GENERATION/DEMAND
2023-06-06 17:15:00,H2,0.0,0.3,0.049,GENERATION/DEMAND
2023-06-06 17:30:00,H3,0.0,0.26,0.049,GENERATION/DEMAND
2023-06-06 17:45:00,H2,0.0,0.2,0.05,GENERATION/DEMAND
2023-06-06 18:00:00,H2,0.0,0.19,0.051,GENERATION/DEMAND
2023-06-06 18:15:00,H5,0.0,0.2,0.052,GENERATION/DEMAND
2023-06-06 18:30:00,H5,0.0,0.18,0.052,GENERATION/DEMAND
2023-06-06 18:45:00,H5,0.0,0.19,0.053,GENERATION/DEMAND
2023-06-06 19:00:00,H3,0.0,0.18,0.054,GENERATION/DEMAND
2023-06-06 19:15:00,H5,0.0,0.24,0.055,GENERATION/DEMAND
2023-06-06 19:30:00,H1,0.0,0.3,0.055,GENERATION/DEMAND
2023-06-06 19:45:00,H4,0.0,0.21,0.056,GENERATION/DEMAND
2023-06-06 20:00:00,H1,0.0,0.21,0.057,GENERATION/DEMAND
2023-06-06 20:15:00,H1,0.0,0.31,0.058,GENERATION/DEMAND
2023-06-06 20:30:00,H5,0.0,0.25,0.058,GENERATION/DEMAND
2023-06-06 20:45:00,H4,0.0,0.24,0.059,GENERATION/DEMAND
2023-06-06 21:00:00,H4,0.0,0.26,0.06,GENERATION/DEMAND
2023-06-06 21:15:00,H4,0.0,0.44,0.061,GENERATION/DEMAND
2023-06-06 21:30:00,H3,0.0,0.44,0.062,GENERATION/DEMAND
2023-06-06 21:45:00,H5,0.0,0.35,0.062,GENERATION/DEMAND
2023-06-06 22:00:00,H4,0.0,0.44,0.063,GENERATION/DEMAND
2023-06-06 22:15:00,H3,0.0,0.43,0.064,GENERATION/DEMAND
2023-06-06 22:30:00,H2,0.0,0.49,0.065,GENERATION/DEMAND
2023-06-06 22:45:00,H2,0.0,0.52,0.066,GENERATION/DEMAND
2023-06-06 23:00:00,H3,0.0,0.52,0.067,GENERATION/DEMAND
2023-06-06 23:15:00,H3,0.0,0.44,0.067,GENERATION/DEMAND
2023-06-06 23:30:00,H5,0.0,0.38,0.068,GENERATION/DEMAND
2023-06-06 23:45:00,H5,0.0,0.54,0.069,GENERATION/DEMAND
2023-06-07 00:00:00,H2,0.0,0.71,0.07,GENERATION/DEMAND
2023-06-07 00:15:00,H4,0.0,0.62,0.071,GENERATION/DEMAND
2023-06-07 00:30:00,H2,0.0,0.75,0.072,GENERATION/DEMAND
2023-06-07 00:45:00,H4,0.0,0.83,0.073,GENERATION/DEMAND
2023-06-07 01:00:00,H4,0.0,0.53,0.074,GENERATION/DEMAND
2023-06-07 01:15:00,H5,0.0,0.77,0.074,GENERATION/DEMAND
2023-06-07 01:30:00,H1,0.0,0.78,0.075,GENERATION/DEMAND
2023-06-07 01:45:00,H1,0.0,0.94,0.076,GENERATION/DEMAND
2023-06-07 02:00:00,H3,0.0,0.97,0.077,GENERATION/DEMAND
2023-06-07 02:15:00,H5,0.0,0.85,0.078,GENERATION/DEMAND
2023-06-07 02:30:00,H4,0.0,0.66,0.079,GENERATION/DEMAND
2023-06-07 02:45:00,H1,0.0,0.95,0.08,GENERATION/DEMAND
2023-06-07 03:00:00,H4,0.0,0.62,0.081,GENERATION/DEMAND
2023-06-07 03:15:00,H1,0.0,0.98,0.082,GENERATION/DEMAND
2023-06-07 03:30:00,H1,0.0,1.06,0.083,GENERATION/DEMAND
2023-06-07 03:45:00,H1,0.0,0.8,0.084,GENERATION/DEMAND
2023-06-07 04:00:00,H5,0.0,0.94,0.084,GENERATION/DEMAND
2023-06-07 04:15:00,H2,0.0,0.85,0.085,GENERATION/DEMAND
2023-06-07 04:30:00,H4,0.0,0.86,0.086,GENERATION/DEMAND
2023-06-07 04:45:00,H5,0.0,0.8,0.087,GENERATION/DEMAND
2023-06-07 05:00:00,H5,0.0,1.05,0.088,GENERATION/DEMAND
2023-06-07 05:15:00,H5,0.0,1.16,0.089,GENERATION/DEMAND
2023-06-07 05:30:00,H5,0.0,1.16,0.09,GENERATION/DEMAND
2023-06-07 05:45:00,H5,0.0,0.74,0.091,GENERATION/DEMAND
2023-06-07 06:00:00,H3,0.0,1.13,0.092,GENERATION/DEMAND
2023-06-07 06:15:00,H4,0.3,1.05,0.093,GENERATION/DEMAND
2023-06-07 06:30:00,H5,0.47,0.78,0.094,GENERATION/DEMAND
2023-06-07 06:45:00,H4,0.66,0.67,0.095,GENERATION/DEMAND
2023-06-07 07:00:00,H3,1.1,0.78,0.096,P2P_TRADE
2023-06-07 07:15:00,H3,1.38,1.13,0.097,GENERATION/DEMAND
2023-06-07 07:30:00,H4,1.22,0.97,0.098,GENERATION/DEMAND
2023-06-07 07:45:00,H1,1.75,1.0,0.099,GENERATION/DEMAND
2023-06-07 08:00:00,H2,2.05,0.74,0.1,GENERATION/DEMAND
2023-06-07 08:15:00,H1,2.13,0.98,0.101,GENERATION/DEMAND
2023-06-07 08:30:00,H1,1.68,0.6,0.102,GENERATION/DEMAND
2023-06-07 08:45:00,H1,2.8,0.77,0.103,GENERATION/DEMAND
2023-06-07 09:00:00,H5,2.48,0.88,0.104,GENERATION/DEMAND
2023-06-07 09:15:00,H3,2.22,0.63,0.105,GENERATION/DEMAND
2023-06-07 09:30:00,H1,2.55,0.94,0.106,GENERATION/DEMAND
2023-06-07 09:45:00,H3,2.0,0.64,0.107,P2P_TRADE
2023-06-07 10:00:00,H4,2.22,0.82,0.108,GENERATION/DEMAND
2023-06-07 10:15:00,H2,3.38,0.69,0.109,GENERATION/DEMAND
2023-06-07 10:30:00,H4,2.07,0.75,0.11,GENERATION/DEMAND
2023-06-07 10:45:00,H4,2.84,0.52,0.111,GENERATION/DEMAND
2023-06-07 11:00:00,H5,3.04,0.47,0.112,GENERATION/DEMAND
2023-06-07 11:15:00,H2,2.19,0.8,0.113,GENERATION/DEMAND
2023-06-07 11:30:00,H4,3.8,0.53,0.114,P2P_TRADE
2023-06-07 11:45:00,H4,2.44,0.71,0.115,GENERATION/DEMAND
2023-06-07 12:00:00,H2,2.52,0.75,0.116,GENERATION/DEMAND
2023-06-07 12:15:00,H2,2.45,0.46,0.117,P2P_TRADE
2023-06-07 12:30:00,H4,2.24,0.45,0.118,P2P_TRADE
2023-06-07 12:45:00,H2,1.79,0.56,0.119,GENERATION/DEMAND
2023-06-07 13:00:00,H4,2.76,0.62,0.12,GENERATION/DEMAND
2023-06-07 13:15:00,H4,2.92,0.58,0.121,GENERATION/DEMAND
2023-06-07 13:30:00,H5,1.77,0.44,0.122,GENERATION/DEMAND
2023-06-07 13:45:00,H1,2.14,0.5,0.123,GENERATION/DEMAND
2023-06-07 14:00:00,H4,2.02,0.31,0.124,GENERATION/DEMAND
2023-06-07 14:15:00,H3,1.9,0.49,0.125,P2P_TRADE
2023-06-07 14:30:00,H1,1.3,0.47,0.126,GENERATION/DEMAND
2023-06-07 14:45:00,H1,1.01,0.28,0.127,GENERATION/DEMAND
2023-06-07 15:00:00,H1,0.83,0.29,0.128,GENERATION/DEMAND
2023-06-07 15:15:00,H5,0.79,0.24,0.129,P2P_TRADE
2023-06-07 15:30:00,H4,0.56,0.26,0.13,GENERATION/DEMAND
2023-06-07 15:45:00,H5,0.19,0.34,0.131,GENERATION/DEMAND
2023-06-07 16:00:00,H4,0.0,0.26,0.132,GENERATION/DEMAND
2023-06-07 16:15:00,H5,0.0,0.2,0.133,GENERATION/DEMAND
2023-06-07 16:30:00,H5,0.0,0.23,0.134,GENERATION/DEMAND
2023-06-07 16:45:00,H3,0.0,0.32,0.135,GENERATION/DEMAND
2023-06-07 17:00:00,H5,0.0,0.26,0.136,GENERATION/DEMAND
2023-06-07 17:15:00,H2,0.0,0.22,0.137,GENERATION/DEMAND
2023-06-07 17:30:00,H3,0.0,0.19,0.138,GENERATION/DEMAND
2023-06-07 17:45:00,H5,0.0,0.3,0.139,GENERATION/DEMAND
2023-06-07 18:00:00,H1,0.0,0.27,0.14,GENERATION/DEMAND
2023-06-07 18:15:00,H2,0.0,0.2,0.141,GENERATION/DEMAND
2023-06-07 18:30:00,H2,0.0,0.17,0.142,GENERATION/DEMAND
2023-06-07 18:45:00,H2,0.0,0.17,0.142,GENERATION/DEMAND
2023-06-07 19:00:00,H3,0.0,0.19,0.143,GENERATION/DEMAND
2023-06-07 19:15:00,H5,0.0,0.26,0.144,GENERATION/DEMAND
2023-06-07 19:30:00,H5,0.0,0.32,0.145,GENERATION/DEMAND
2023-06-07 19:45:00,H1,0.0,0.27,0.146,GENERATION/DEMAND
2023-06-07 20:00:00,H1,0.0,0.33,0.147,GENERATION/DEMAND
2023-06-07 20:15:00,H2,0.0,0.28,0.148,GENERATION/DEMAND
2023-06-07 20:30:00,H1,0.0,0.34,0.149,GENERATION/DEMAND
2023-06-07 20:45:00,H3,0.0,0.36,0.15,GENERATION/DEMAND
2023-06-07 21:00:00,H5,0.0,0.27,0.151,GENERATION/DEMAND
2023-06-07 21:15:00,H2,0.0,0.32,0.152,GENERATION/DEMAND
2023-06-07 21:30:00,H1,0.0,0.4,0.153,GENERATION/DEMAND
2023-06-07 21:45:00,H3,0.0,0.28,0.154,GENERATION/DEMAND
2023-06-07 22:00:00,H3,0.0,0.37,0.155,GENERATION/DEMAND
2023-06-07 22:15:00,H1,0.0,0.43,0.156,GENERATION/DEMAND
2023-06-07 22:30:00,H5,0.0,0.58,0.157,GENERATION/DEMAND
2023-06-07 22:45:00,H1,0.0,0.46,0.158,GENERATION/DEMAND
2023-06-07 23:00:00,H2,0.0,0.58,0.159,GENERATION/DEMAND
2023-06-07 23:15:00,H1,0.0,0.49,0.16,GENERATION/DEMAND
2023-06-07 23:30:00,H3,0.0,0.63,0.16,GENERATION/DEMAND
2023-06-07 23:45:00,H1,0.0,0.58,0.161,GENERATION/DEMAND
2023-06-08 00:00:00,H5,0.0,0.71,0.162,GENERATION/DEMAND
2023-06-08 00:15:00,H4,0.0,0.57,0.163,GENERATION/DEMAND
2023-06-08 00:30:00,H1,0.0,0.66,0.164,GENERATION/DEMAND
2023-06-08 00:45:00,H5,0.0,0.69,0.165,GENERATION/DEMAND
2023-06-08 01:00:00,H5,0.0,0.63,0.166,GENERATION/DEMAND
2023-06-08 01:15:00,H3,0.0,0.54,0.167,GENERATION/DEMAND
2023-06-08 01:30:00,H5,0.0,0.53,0.168,GENERATION/DEMAND
2023-06-08 01:45:00,H5,0.0,0.51,0.169,GENERATION/DEMAND
2023-06-08 02:00:00,H5,0.0,0.92,0.169,GENERATION/DEMAND
2023-06-08 02:15:00,H5,0.0,0.64,0.17,GENERATION/DEMAND
2023-06-08 02:30:00,H2,0.0,0.65,0.171,GENERATION/DEMAND
2023-06-08 02:45:00,H2,0.0,0.92,0.172,GENERATION/DEMAND
2023-06-08 03:00:00,H3,0.0,0.73,0.173,GENERATION/DEMAND
2023-06-08 03:15:00,H1,0.0,0.84,0.174,GENERATION/DEMAND
2023-06-08 03:30:00,H5,0.0,0.67,0.175,GENERATION/DEMAND
2023-06-08 03:45:00,H1,0.0,1.1,0.175,GENERATION/DEMAND
2023-06-08 04:00:00,H1,0.0,1.06,0.176,GENERATION/DEMAND
2023-06-08 04:15:00,H3,0.0,1.08,0.177,GENERATION/DEMAND
2023-06-08 04:30:00,H5,0.0,0.84,0.178,GENERATION/DEMAND
2023-06-08 04:45:00,H5,0.0,1.05,0.179,GENERATION/DEMAND
2023-06-08 05:00:00,H4,0.0,0.71,0.179,GENERATION/DEMAND
2023-06-08 05:15:00,H1,0.0,0.64,0.18,GENERATION/DEMAND
2023-06-08 05:30:00,H1,0.0,0.65,0.181,GENERATION/DEMAND
2023-06-08 05:45:00,H2,0.0,0.97,0.182,GENERATION/DEMAND
2023-06-08 06:00:00,H4,0.0,0.9,0.183,GENERATION/DEMAND
2023-06-08 06:15:00,H2,0.2,0.93,0.183,GENERATION/DEMAND
2023-06-08 06:30:00,H2,0.53,0.64,0.184,GENERATION/DEMAND
2023-06-08 06:45:00,H2,0.83,0.87,0.185,GENERATION/DEMAND
2023-06-08 07:00:00,H3,0.95,1.03,0.186,GENERATION/DEMAND
2023-06-08 07:15:00,H3,1.47,0.87,0.186,GENERATION/DEMAND
